gradient_wrt_Variable_7:0/mean_grad/floor_div_1,floor_div,145151,

gradient_wrt_Variable_9:0/mean_grad/cast,cast,144911,

gradient_wrt_Variable_8:0/relu__3_grad/zeros,zeros,144840,

mean,mean,142996,

gradient_wrt_Variable_8:0/mean_grad/prod,prod,142886,

gradient_wrt_Variable_7:0/add_4_grad/add/reduce_sum_x,sum,142126,

gradient_wrt_Variable_6:0/reshape_1_grad/shape,shape,141564,

Variable:0/Adam_1,variable_v2,141073,

gradient_wrt_Variable_4:0/add_3_grad/reshape,reshape,139781,

gradient_wrt_Variable_5:0/mul_grad/mul,mul,139541,

Variable_10:0/Adam_1,variable_v2,139109,

conv2d_1,conv2d,138959,

Adam/update_Variable_5:0/apply_adam,apply_adam,138729,

add,add,138268,

ExponentialDecay/div,div,137887,

gradient_wrt_Variable_4:0/mul_grad/index,index,137807,

Adam/update_Variable:0/apply_adam,apply_adam,137086,

gradient_wrt_Variable:0/mean_grad/prod,prod,136154,

reshape_1,reshape,136093,

gradient_wrt_Variable_8:0/mean_grad/cast,cast,135513,

gradient_wrt_Variable_2:0/mean_grad/prod,prod,135513,

gradient_wrt_Variable_4:0/add_4_grad/add/reduce_sum_x,sum,135011,

gradient_wrt_Variable:0/relu__2_grad/greater_equal,greater_equal,134952,

gradient_wrt_Variable_5:0/mean_grad/prod,prod,134541,

gradient_wrt_Variable_6:0/mean_grad/prod,prod,134241,

gradient_wrt_Variable_5:0/mul_grad/index,index,134070,

gradient_wrt_Variable_3:0/mean_grad/prod,prod,133970,

gradient_wrt_Variable_4:0/relu__2_grad/reshape,reshape,133740,

gradient_wrt_Variable_3:0/relu__2_grad/greater_equal,greater_equal,133679,

Adam/update_Variable_10:0/apply_adam,apply_adam,133599,

gradient_wrt_Variable_7:0/mean_grad/prod,prod,133108,

gradient_wrt_Variable_6:0/mul_grad/index,index,133048,

gradient_wrt_Variable:0/relu__3_grad/greater_equal,greater_equal,132998,

Variable:0/Adam,variable_v2,132828,

